CAS#,CAS,Substance,PrimaryMoA,MolarMass(g/mol),Tm [oC],Pvap25 [Pa],Sol25 [mg/L],Kow [-],pKa1 [-],pKb1 [-],kdeg(water) [s-1],kdeg(sed) [s-1],kdeg(soil) [s-1],OrigenQuality-Acute EC50,SelectTaxa-Acute EC50,DataType-Acute EC50,RiskEndpoint-Acute EC50,#ToxData-Acute EC50,#Species-Acute EC50,#TaxClass-Acute EC50,10LogSSDMedianConcentration(ug/L)-MuAcute EC50,10LogSSDSlope(ug/L)-SigmaAcute EC50,Remark on acute SSD slope,QualityScore-Acute EC50,Remarks-Acute EC50,OrigenQuality-Chronic NOEC,SelectTaxa-Chronic NOEC,DataType-Chronic NOEC,RiskEndpoint-Chronic NOEC,#ToxData-Chronic NOEC,#Species-Chronic NOEC,#TaxClass-Chronic NOEC,10LogSSDMedianConcentration(ug/L)-MuChronic NOEC,10LogSSDSlope(ug/L)-SigmaChronic NOEC,Remark on chronic SSD slope,QualityScore-Chronic NOEC,Remarks-Chronic NOEC,Filter
78933,78-93-3,butanone,78933,72.107,-80.48,13130.05,197000,1.81970085860998,,,9.48290403313996e-07,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,27,9,4,6.35,0.396,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,27,9,4,5.3528,0.3955,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,78-93-3
78922,78-92-2,2-Butanol,78922,74.123,-76.29,2745.98,85144,5.88843655355589,16,,4.24697554898698e-07,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,20,7,4,6.39,0.261,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,20,7,4,5.393,0.2607,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,78-92-2
107200,107-20-0,Chloroacetaldehyde,Carbonyl reactivity,78.498,-71.73,9237.69,56740,1.23026877081238,,,8.09539537036973e-07,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,11,7,3,3.59,0.704,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,11,7,3,2.5904,0.704,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,107-20-0
108054,108-05-4,Vinyl acetate,108054,86.09,-83.5,15862.7,27993,5.37031796370253,,,9.52795345847554e-07,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,14,10,4,4.61,0.564,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,14,10,4,3.6112,0.5643,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,108-05-4
120934,120-93-4,2-imidazolidone,120934,86.096,35.56,1.71957,36759,0.181970085860998,,14,3.68852267220065e-07,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,6,6,3,6.52,1.15,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,6,6,3,5.5221,1.1525,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,120-93-4
79118,79-11-8,Chloroacetic acid,halogenated aliphatic,94.497,10.88,32.9251,704000,2.18776162394955,2.9,,6.91002309391594e-07,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,37,6,4,3.9,1.7,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,37,6,4,2.8994,1.702,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,79-11-8
74839,74-83-9,Bromomethane,halogenated aliphatic,94.945,-105.39,211947,12410,15.1356124843621,,,4.32199266626876e-08,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,18,10,3,3.45,0.552,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,18,10,3,2.4528,0.5516,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,74-83-9
80626,80-62-6,Methyl methacrylate,80626,100.12,-79.63,4892.11,36303,19.0546071796325,,,6.78151886055486e-07,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,31,9,3,5.53,0.302,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,31,9,3,4.532,0.3024,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,80-62-6
108101,108-10-1,4-Methyl-2-pentanone,108101,100.16,-66.73,2905.94,10176,14.4543977074593,,,9.35027600470443e-07,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,14,6,3,6.02,0.395,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,14,6,3,5.0175,0.3947,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,108-10-1
96457,96-45-7,Ethylene thiourea,96457,102.16,69.66,0.000269266,812000,0.323593656929628,13,12,6.27079739753246e-09,1.13259343228749e-06,3.50074333616134e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,9,8,3,5.79,1.22,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,9,8,3,4.7874,1.2199,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,96-45-7
106490,106-49-0,p-Toluidine,106490,107.16,11.62,0.187953,7195.2,41.6869383470336,,9,4.31551200217128e-07,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,25,6,4,4.57,1.03,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,25,6,4,3.5693,1.0347,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,106-49-0
123864,123-86-4,n-butyl acetate,123864,116.16,-56.83,1586.27,3997.6,70.7945784384139,,,9.17910390393181e-07,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,26,8,3,5.01,0.448,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,26,8,3,4.0144,0.4479,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,123-86-4
119653,119-65-3,Isoquinoline,119653,129.16,37.63,4.87878,2042.6,138.038426460289,,9,3.36374709100059e-07,3.50074333616134e-08,1.13259343228749e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,6,6,3,4.27,0.237,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,6,6,3,3.2726,0.237,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,119-65-3
104767,104-76-7,2-Ethylhexanol,104767,144.26,-14.04,5.87853,140.44,1659.58690743756,15.9,,2.90882407978115e-07,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,14,6,4,4.42,0.18,"Slope too low to be realistic, replace by 0.7",1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,14,6,4,3.4235,0.1803,"Slope too low to be realistic, replace by 0.7",1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,104-76-7
101848,101-84-8,diphenyl ether,101848,170.21,35.35,2.2661,38.074,11220.1845430196,,,4.9608973243735e-09,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,24,7,4,3.29,0.471,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,24,7,4,2.293,0.4711,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,101-84-8
50782,50-78-2,Acetyl salicylic acid,Ester narcosis,180.16,93.06,0.00874448,2330.8,13.4896288259165,3.5,,1.0542098307538e-06,3.50074333616134e-07,1.13259343228749e-06,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,17,7,4,5.25,0.482,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,17,7,4,4.2546,0.4819,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,50-78-2
139139,139-13-9,Nitrilotriacetic acid,139139,191.14,296.63,9.54428e-07,27800,0.000154881661891248,1.2,4.86,6.80105824916378e-09,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,12,7,3,5.35,0.384,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,12,7,3,4.3477,0.3838,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,139-13-9
60004,60-00-4,edetic acid,60004,292.25,315.39,5.02541e-10,250,0.000138038426460288,0.67,3.04,5.07163669738962e-08,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,16,7,3,4.92,0.693,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,16,7,3,3.9219,0.6926,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,60-00-4
81812,81-81-2,warfarin,coumarin,308.33,197.13,1.49296e-09,39.982,169.824365246174,4.86,,4.53506885926309e-07,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,23,6,2,4.45,1.19,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,23,6,2,3.4507,1.1898,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,81-81-2
69534,69-53-4,ampicillin,69534,349.41,324.85,3.78572e-11,3536.7,28.1838293126446,,7,5.46689845621657e-08,1.13259343228749e-07,3.50074333616134e-07,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,8,7,5,4.84,2.09,"Slope too high to be realistic, replace by 0.7",1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,7,5,3.8445,2.0866,"Slope too high to be realistic, replace by 0.7",1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,69-53-4
94826,94-82-6,"2,4-DB",phenoxybutyric,249.09,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,12,6,3,4.2,0.347,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,12,6,3,3.2004,0.3467,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,94-82-6
101213,101-21-3,Chlorpropham,carbanilate,213.66,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,14,7,4,3.68,0.167,"Slope too low to be realistic, replace by 0.7",1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,14,7,4,2.6758,0.1665,"Slope too low to be realistic, replace by 0.7",1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,101-21-3
116290,116-29-0,Tetradifon,bridged diphenyl,356.05,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,8,8,3,3.17,0.811,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,8,3,2.1728,0.5493,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,116-29-0
154212,154-21-2,Lincomycin,antibiotic,406.54,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,8,6,4,3.69,1.21,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,6,4,2.6926,1.3578,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,154-21-2
731271,731-27-1,tolylfluanid,phenylsulfamide,347.26,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,7,6,3,2.4,0.654,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,7,6,3,1.4033,0.6545,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,731-27-1
841065,841-06-5,Methoprotryne,methylthiotriazine,271.39,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,10,7,2,4.27,0.238,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,10,7,2,3.2691,1.0933,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,841-06-5
1014693,1014-69-3,Desmetryn,methylthiotriazine,213.31,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,10,7,3,3.83,1,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,10,7,3,2.8327,1.0933,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,1014-69-3
1689834,1689-83-4,Ioxynil,nitrile,370.91,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,8,8,4,3.8,0.183,"Slope too low to be realistic, replace by 0.7",1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,8,4,2.8039,0.1828,"Slope too low to be realistic, replace by 0.7",1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,1689-83-4
1702176,1702-17-6,Clopyralid,picolinic acid,192,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,7,6,4,4.83,0.864,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,7,6,4,3.8275,0.8641,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,1702-17-6
3347226,3347-22-6,Dithianon,quinone,296.33,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,12,10,3,3.47,1.36,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,12,10,3,2.4741,1.355,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,3347-22-6
5234684,5234-68-4,Carboxin,oxathiin,235.31,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,27,9,3,4.05,0.811,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,27,9,3,3.0503,0.8114,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,5234-68-4
7003896,7003-89-6,Chlormequat,growth retardants,122.62,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,7,6,2,5.12,0.63,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,7,6,2,4.1213,0.6299,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,7003-89-6
13684565,13684-56-5,Desmedipham,carbanilate,300.32,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,8,6,4,3.18,0.405,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,6,4,2.1828,0.4046,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,13684-56-5
15165670,15165-67-0,Dichlorprop-P,phenoxypropanoic,235.07,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,18,7,3,5.42,0.383,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,18,7,3,4.4221,0.7641,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,15165-67-0
16672870,16672-87-0,Ethephon,ethylene releasers,144.49,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,25,10,4,5.27,0.331,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,25,10,4,4.2722,0.3309,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,16672-87-0
18181801,18181-80-1,Bromopropylate,bridged diphenyl,428.13,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,9,9,4,3.16,0.602,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,9,9,4,2.1647,0.5493,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,18181-80-1
18691979,18691-97-9,Methabenzthiazuron,urea,221.29,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,10,8,3,3.22,1.42,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,10,8,3,2.2232,1.4213,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,18691-97-9
22204531,22204-53-1,Naproxen,"Analgesics, Anti-inflammatory Drugs and Antipyretics",230.26,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,10,10,6,4.33,1.12,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,10,10,6,3.3308,1.1161,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,22204-53-1
42576023,42576-02-3,bifenox,nitrophenyl ether,342.13,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,15,9,4,3.36,1.23,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,15,9,4,2.3647,1.0075,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,42576-02-3
50563365,50563-36-5,Dimethachlor,chloroacetanilide,255.75,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,6,6,3,3.63,0.775,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,6,6,3,2.6343,0.8042,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,50563-36-5
55179312,55179-31-2,bitertanol,triazole,337.43,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,12,7,3,3.35,0.347,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,12,7,3,2.3522,0.3467,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,55179-31-2
55285148,55285-14-8,carbosulfan,benzofuranyl methylcarbamate,380.55,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,14,10,4,2.08,1.42,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,14,10,4,1.0752,1.4152,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,55285-14-8
55512339,55512-33-9,pyridaat,pyridazine,378.92,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,13,9,4,3.77,1.03,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,13,9,4,2.7728,1.0296,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,55512-33-9
57646307,57646-30-7,furalaxyl,xylylalanine,301.34,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,6,6,3,4.57,0.358,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,6,6,3,3.5696,0.358,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,57646-30-7
67129082,67129-08-2,Metazachlor,chloroacetanilide,277.76,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,8,6,3,3.8,1.04,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,8,6,3,2.8041,0.8042,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,67129-08-2
67564914,67564-91-4,fenpropimorf,morpholine,303.49,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,16,10,3,3.28,0.712,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,16,10,3,2.2808,0.7115,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,67564-91-4
72178020,72178-02-0,Fomesafen,nitrophenyl ether,438.77,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,9,8,3,5.4,0.661,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,9,8,3,4.4033,1.0075,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,72178-02-0
74070465,74070-46-5,Aclonifen,nitrophenyl ether,264.67,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,9,8,5,2.29,1.03,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,9,8,5,1.2856,1.0075,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,74070-46-5
77732093,77732-09-3,Oxadixyl,oxazole,278.31,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,9,6,3,5.43,0.321,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,9,6,3,4.432,0.3209,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,77732-09-3
78587050,78587-05-0,Hexythiazox,mite growth regulators,352.89,,,,,,,,,,AllData,AllTaxa,Acute EC50 HC50,Strictly Measured GeoAvg Acute EC50,13,7,2,3.11,0.895,,1211,Acute EC50 not extrapolated - Enough species (6-10) for ERA with SSDs,AllData,AllTaxa,Chronic NOEC HC50,Extrapolated GeoAvg Chronic NOEC,13,7,2,2.11,0.895,,1224,Chronic NOEC extrapolated from Acute EC50 - Enough species (6-10) for ERA with SSDs,78587-05-0
